X.1,name,taxon,status_species,spending,region_num,priority,priority_threat,priority_potential,priority_rarity,conflict,ngenus,ngrams_science,ngrams_common
9205,Minuartia cumberlandensis,Plants,2,4087.271,1,8,2,2,2,0,51,-0.1638258,-0.1142066
9206,Sarracenia rubra ssp. alabamensis,Plants,1,2861.089,1,6,3,1,1,0,32,-0.1638258,-0.122832
9207,Remya montgomeryi,Plants,1,136.2424,1,5,3,1,2,0,3,-0.1638258,-0.122832
9208,Hedyotis mannii,Plants,1,136.2424,1,5,3,1,2,0,6,-0.1638258,-0.122832
9209,Solanum incompletum,Plants,1,85508.43,1,5,3,1,2,0,1118,-0.1236839,-0.1203138
9210,Limnanthes vinculans,Plants,1,31199.5,1,2,3,2,2,1,7,-0.1155613,-0.1120462
9211,Asimina tetramera,Plants,1,5313.452,1,11,2,1,2,0,13,-0.1638258,-0.122832
9212,Lotus dendroideus var. traskiae,Plants,3,37194.16,1,9,2,2,1,0,2,-0.1638258,-0.122832
9213,Manihot walkerae,Plants,1,11444.36,1,5,3,1,2,0,71,-0.1638258,-0.122832
9214,Lobelia monostachya,Plants,1,544.9694,1,5,3,1,2,0,53,-0.1638258,-0.122832
9215,Dudleya verityi,Plants,1,1362.424,1,2,3,2,2,1,29,-0.1520293,-0.1208056
9216,Eriastrum hooveri,Plants,3,10299.92,NA,2,3,2,2,0,15,0.02089193,-0.1056564
9218,Bonamia grandiflora,Plants,3,6948.36,1,8,2,2,2,0,9,-0.1638258,-0.122832
9219,Dubautia pauciflorula,Plants,1,136.2424,1,8,2,2,2,0,30,-0.1638258,-0.122832
9220,Cyanea mannii,Plants,2,136.2424,1,2,3,2,2,0,10,-0.1638258,-0.122832
9221,Ptilimnium nodosum,Plants,2,115323.7,3,8,2,2,2,0,5,0.001642272,-0.08954418
9223,Melicope zahlbruckneri,Plants,1,5177.21,1,2,3,2,2,0,49,-0.1638258,-0.122832
9224,Panicum niihauense,Plants,1,136.2424,1,2,3,2,2,0,152,-0.1638258,-0.122832
9225,Justicia cooleyi,Plants,2,136.2424,1,8,2,2,2,0,189,-0.1222647,-0.1198542
9226,Sidalcea keckii,Plants,2,79838.02,1,8,2,2,2,0,31,0.03754607,-0.1094062
9227,Achyranthes splendens var. rotundata,Plants,1,5585.937,1,3,3,2,1,0,7,-0.1638258,-0.122832
9228,Boltonia decurrens,Plants,2,66527.14,1,8,2,2,2,0,6,1.129848,-0.01924412
9229,Lipochaeta waimeaensis,Plants,1,1634.908,1,2,3,2,2,0,7,-0.1638258,-0.122832
9230,Cupressus abramsiana,Plants,1,953.6965,1,14,1,2,2,0,3,-0.02073262,-0.1204761
9231,Delissea subcordata,Plants,1,40169.7,1,5,3,1,2,0,15,-0.1638258,-0.122832
9233,Erigeron decumbens var. decumbens,Plants,1,3060685,1,3,3,2,1,0,197,-0.1638258,-0.122832
9234,Melicope munroi,Plants,1,136.2424,1,5,3,1,2,0,49,-0.1638258,-0.122832
9236,Chrysopsis floridana,Plants,3,6267.148,1,5,3,1,2,0,12,-0.1638258,-0.122832
9237,Hibiscadelphus hualalaiensis,Plants,Prob. Extinct,7902.057,1,5,3,1,2,0,8,-0.1638258,-0.122832
9238,Eriastrum densifolium ssp. sanctorum,Plants,1,197551.4,1,6,3,1,1,1,15,-0.1638258,-0.122832
9239,Neotoma fuscipes riparia,Mammals,1,1445123,1,6,3,1,1,1,23,-0.1638258,-0.122832
9240,Schiedea nuttallii,Plants,1,40305.94,1,5,3,1,2,0,34,-0.1638258,-0.122832
9241,Eubalaena glacialis,Mammals,1,11434182,NA,1,3,2,3,NA,3,3.006155,0.136001
9242,Ambystoma cingulatum,Amphibians,2,646825.6,1,8,2,2,2,0,33,0.08209158,-0.122832
9243,Rana muscosa,Amphibians,1,766499.5,1,6,3,1,1,0,63,-0.1638258,-0.122832
9244,Sclerocactus wetlandicus,Plants,3,58856.7,1,14,1,2,2,0,25,-0.1399389,-0.105998
9245,Pelecanus occidentalis,Birds,4,7631868,NA,9,2,2,1,0,8,1.728495,1.245229
9246,Pleurobema perovatum,Invertebrates,1,213386.9,1,5,3,1,2,0,24,-0.1091955,-0.111675
9247,Pleurobema rubellum,Invertebrates,1,208435.8,1,5,3,1,2,0,24,-0.1638258,-0.122832
9248,Pleurobema georgianum,Invertebrates,1,57949.32,1,5,3,1,2,0,24,-0.1245446,-0.1185432
9251,Pleurobema clava,Invertebrates,1,224481.1,3,5,3,1,2,0,24,0.2435765,0.08396944
9252,NA,Fishes,2,1014700,1,8,2,2,2,1,21,0.2705165,0.0617759
9253,NA,Fishes,1,61104.7,2,2,3,2,2,0,145,-0.1127391,-0.0960503
9254,NA,Invertebrates,1,255949,1,2,3,2,2,0,NA,0.08033834,-0.1157926
9256,NA,Plants,1,136.2424,1,2,3,2,2,0,5,0.1270909,-0.101147
9257,NA,Plants,1,136.2424,1,6,3,1,1,1,1982,-0.1638258,-0.1152463
9260,NA,Mammals,NA,17030.29,NA,6,3,1,1,NA,NA,-0.1638258,-0.122832
9261,NA,Mammals,NA,8310.784,1,5,3,1,2,0,NA,-0.1638258,-0.122832
9262,NA,Mammals,NA,123571.8,1,3,3,2,1,0,NA,-0.1638258,-0.122832
9263,NA,Mammals,NA,47821.07,1,3,3,2,1,1,NA,-0.1638258,-0.122832
9264,NA,Birds,NA,355320.1,1,3,3,2,1,1,NA,-0.1638258,-0.122832
9265,NA,Birds,NA,2005505,1,2,3,2,2,0,NA,-0.1638258,-0.122832
9266,NA,Birds,NA,328480.3,1,9,2,2,1,0,NA,-0.1638258,-0.122832
9267,NA,Birds,NA,34469.32,NA,14,1,2,2,0,NA,-0.1638258,-0.122832
9268,NA,Birds,NA,873177.3,3,8,2,2,2,0,NA,-0.1638258,-0.122832
9269,NA,Birds,NA,2724.847,NA,1,3,2,3,NA,NA,-0.1638258,-0.122832
9270,NA,Birds,NA,94143.47,1,8,2,2,2,0,NA,-0.1638258,-0.122832
9271,NA,Birds,NA,53407,1,3,3,2,1,1,NA,-0.1638258,-0.122832
9272,NA,Birds,NA,46322.4,1,5,3,1,2,1,NA,-0.1638258,-0.122832
9273,NA,Birds,NA,2316.12,NA,5,3,1,2,0,NA,-0.1638258,-0.122832
9274,NA,Birds,NA,343330.7,1,2,3,2,2,0,NA,-0.1638258,-0.122832
9275,NA,Birds,NA,2316.12,NA,5,3,1,2,0,NA,-0.1638258,-0.122832
9276,NA,Birds,NA,1279588,1,2,3,2,2,0,NA,-0.1638258,-0.122832
9277,NA,Birds,NA,132836.3,1,3,3,2,1,0,NA,-0.1638258,-0.122832
9278,NA,Birds,NA,14441.69,1,9,2,2,1,1,NA,-0.1638258,-0.122832
9279,NA,Birds,NA,628077.3,1,2,3,2,2,0,NA,-0.1638258,-0.122832
9281,NA,Birds,NA,41412.23,1,6,3,1,1,0,NA,-0.1638258,-0.122832
9282,NA,Birds,NA,5449.694,1,3,3,2,1,0,NA,-0.1638258,-0.122832
9283,NA,Birds,NA,1362.424,NA,17,1,1,2,NA,NA,-0.1638258,-0.122832
9284,NA,Birds,NA,324577,1,9,2,2,1,0,NA,-0.1638258,-0.122832
9285,NA,Reptiles,NA,161860,1,11,2,1,2,1,NA,-0.1638258,-0.122832
9287,NA,Reptiles,NA,4632.24,1,2,3,2,2,1,NA,-0.1638258,-0.122832
9288,NA,Reptiles,NA,10899.39,1,3,3,2,1,0,NA,-0.1638258,-0.122832
9289,NA,Reptiles,NA,42916.34,1,3,3,2,1,0,NA,-0.1638258,-0.122832
9290,NA,Reptiles,NA,481524.1,1,9,2,2,1,0,NA,-0.1638258,-0.122832
9293,NA,Amphibians,NA,4087.271,1,5,3,1,2,1,NA,-0.1638258,-0.122832
9294,NA,Amphibians,NA,21798.78,1,2,3,2,2,1,NA,-0.1638258,-0.122832
9295,NA,Amphibians,NA,8174.541,1,11,2,1,2,0,NA,-0.1638258,-0.122832
9296,NA,Fishes,NA,2043.635,NA,9,2,2,1,0,NA,-0.1638258,-0.122832
9297,NA,Fishes,NA,185133533,NA,1,3,2,3,NA,NA,-0.1638258,-0.122832
9298,NA,Fishes,NA,31686374,NA,1,3,2,3,NA,NA,-0.1638258,-0.122832
9299,NA,Fishes,NA,41383158,NA,1,3,2,3,NA,NA,-0.1638258,-0.122832
9300,NA,Fishes,NA,179839470,NA,1,3,2,3,NA,NA,-0.1638258,-0.122832
9301,NA,Fishes,NA,5449.694,NA,9,2,2,1,0,NA,-0.1638258,-0.122832
9302,NA,Fishes,NA,24830472,NA,1,3,2,3,NA,NA,-0.1638258,-0.122832
9303,NA,Invertebrates,NA,141589.9,2,5,3,1,2,1,NA,-0.1638258,-0.122832
9304,NA,Invertebrates,NA,88148.8,NA,5,3,1,2,1,NA,-0.1638258,-0.122832
9306,NA,Plants,NA,1362.424,NA,17,1,1,2,0,NA,-0.1638258,-0.122832
9307,NA,Plants,NA,4087.271,1,5,3,1,2,1,NA,-0.1638258,-0.122832
9308,NA,Plants,NA,4087.271,1,5,3,1,2,0,NA,-0.1638258,-0.122832
9309,NA,Plants,NA,2724.847,1,5,3,1,2,0,NA,-0.1638258,-0.122832
9310,NA,Plants,NA,3406.059,1,11,2,1,2,0,NA,-0.1638258,-0.122832
9311,NA,Plants,NA,5449.694,1,11,2,1,2,0,NA,-0.1638258,-0.122832
9312,NA,Plants,NA,2724.847,1,8,2,2,2,0,NA,-0.1638258,-0.122832
9313,NA,Plants,NA,4087.271,1,2,3,2,2,1,NA,-0.1638258,-0.122832
9314,NA,Plants,NA,4087.271,1,5,3,1,2,0,NA,-0.1638258,-0.122832
9315,NA,Plants,NA,4087.271,1,5,3,1,2,0,NA,-0.1638258,-0.122832
9316,NA,Plants,NA,2043.635,1,5,3,1,2,0,NA,-0.1638258,-0.122832
9317,NA,Plants,NA,2724.847,1,5,3,1,2,0,NA,-0.1638258,-0.122832
9318,NA,Plants,NA,5449.694,1,8,2,2,2,0,NA,-0.1638258,-0.122832
9319,NA,Plants,NA,5449.694,1,5,3,1,2,0,NA,-0.1638258,-0.122832
9320,NA,Plants,NA,5449.694,1,14,1,2,2,0,NA,-0.1638258,-0.122832
9321,NA,Plants,NA,2043.635,1,5,3,1,2,0,NA,-0.1638258,-0.122832
9322,NA,Plants,NA,2043.635,1,5,3,1,2,0,NA,-0.1638258,-0.122832
9323,NA,Plants,NA,3406.059,1,5,3,1,2,0,NA,-0.1638258,-0.122832
9324,NA,Plants,NA,3406.059,1,5,3,1,2,0,NA,-0.1638258,-0.122832
9325,NA,Plants,NA,2724.847,1,8,2,2,2,0,NA,-0.1638258,-0.122832
9326,NA,Plants,NA,2043.635,1,5,3,1,2,0,NA,-0.1638258,-0.122832
9327,NA,Plants,NA,3406.059,1,8,2,2,2,0,NA,-0.1638258,-0.122832
9328,NA,Plants,NA,4087.271,1,2,3,2,2,1,NA,-0.1638258,-0.122832
9329,NA,Plants,NA,8174.541,1,5,3,1,2,0,NA,-0.1638258,-0.122832
9330,NA,Plants,NA,2724.847,1,11,2,1,2,0,NA,-0.1638258,-0.122832
9331,NA,Plants,NA,2724.847,1,5,3,1,2,0,NA,-0.1638258,-0.122832
9332,NA,Plants,NA,4087.271,1,11,2,1,2,0,NA,-0.1638258,-0.122832
9333,NA,Plants,NA,5449.694,1,2,3,2,2,1,NA,-0.1638258,-0.122832
9334,NA,Plants,NA,2043.635,1,8,2,2,2,0,NA,-0.1638258,-0.122832
9335,NA,Plants,NA,9536.965,1,2,3,2,2,0,NA,-0.1638258,-0.122832
9336,NA,Plants,NA,43643.88,1,5,3,1,2,0,NA,-0.1638258,-0.122832
9337,NA,Plants,NA,2043.635,1,11,2,1,2,0,NA,-0.1638258,-0.122832
9338,NA,Plants,NA,3406.059,1,5,3,1,2,1,NA,-0.1638258,-0.122832
9339,NA,Plants,NA,4087.271,1,5,3,1,2,1,NA,-0.1638258,-0.122832
9340,NA,Plants,NA,2043.635,1,5,3,1,2,0,NA,-0.1638258,-0.122832
9341,NA,Plants,NA,6130.906,1,5,3,1,2,0,NA,-0.1638258,-0.122832
9342,NA,Plants,NA,6812.118,1,5,3,1,2,0,NA,-0.1638258,-0.122832
9343,NA,Plants,NA,3406.059,1,5,3,1,2,1,NA,-0.1638258,-0.122832
9345,NA,Plants,NA,3406.059,1,5,3,1,2,1,NA,-0.1638258,-0.122832
9346,NA,Plants,NA,2043.635,1,5,3,1,2,0,NA,-0.1638258,-0.122832
9347,NA,Plants,NA,2724.847,1,11,2,1,2,0,NA,-0.1638258,-0.122832
9348,NA,Plants,NA,2724.847,1,5,3,1,2,0,NA,-0.1638258,-0.122832
9349,NA,Plants,NA,2724.847,1,5,3,1,2,0,NA,-0.1638258,-0.122832
9350,NA,Plants,NA,2043.635,1,5,3,1,2,0,NA,-0.1638258,-0.122832
9351,NA,Plants,NA,2724.847,1,5,3,1,2,0,NA,-0.1638258,-0.122832
9352,NA,Plants,NA,3406.059,1,5,3,1,2,0,NA,-0.1638258,-0.122832
9353,NA,Plants,NA,2724.847,1,8,2,2,2,0,NA,-0.1638258,-0.122832
9354,NA,Plants,NA,2724.847,1,5,3,1,2,0,NA,-0.1638258,-0.122832
9355,NA,Plants,NA,2043.635,1,5,3,1,2,0,NA,-0.1638258,-0.122832
9356,NA,Plants,NA,2724.847,1,5,3,1,2,0,NA,-0.1638258,-0.122832
9358,Balaena mysticetus,Mammals,2,271604.1,NA,9,2,2,1,NA,1,3.155618,4.085654
9359,Gambusia georgei,Fishes,Extinct,3543.293,1,2,3,2,2,1,43,-0.1086675,-0.1023874
9361,Lepidochelys kempii,Reptiles,1,4568697,3,2,3,2,2,NA,2,-0.1638258,-0.122832
9362,Chasmistes liorus,Fishes,2,701252.4,1,5,3,1,2,1,5,0.0884074,-0.04536606
9363,Etheostoma nuchale,Fishes,1,13320.65,1,2,3,2,2,0,145,-0.1393944,-0.1139257
9364,Pristis pectinata,Fishes,UNK,75261.68,NA,7,2,2,3,NA,11,0.08989475,-0.03333594
9365,Crotalus willardi obscurus,Reptiles,1,256349.3,1,3,3,2,1,0,44,-0.1638258,-0.122832
9366,Brachyramphus marmoratus,Birds,3,6712795,2,3,3,2,1,0,3,1.251744,1.617434
9369,Pseudemys alabamensis,Reptiles,1,5461.467,1,5,3,1,2,0,7,-0.1638258,-0.122832
9370,Hemignathus hanapepe,Birds,1,34343.31,1,5,3,1,2,0,7,-0.1638258,-0.122832
9371,Rhinichthys osculus nevadensis,Fishes,1,15784.97,1,9,2,2,1,0,9,-0.08958324,-0.1120405
9372,Numenius borealis,Birds,Prob. Extinct,1093.626,3,5,3,1,2,0,8,0.3844321,0.1180382
9373,Loxops ochraceus,Birds,Prob. Extinct,34343.31,1,6,3,1,1,0,5,-0.1638258,-0.122832
9374,Charadrius nivosus nivosus,Birds,3,9188217,4,3,3,2,1,1,31,-0.1638258,0.7521321
9375,Peromyscus polionotus allophrys,Mammals,1,70599.46,1,3,3,2,1,1,57,-0.1638258,-0.122832
9376,Myotis sodalis,Mammals,2,6950854,4,8,2,2,2,0,143,4.065374,-0.07060401
9379,Scaphirhynchus suttkusi,Fishes,1,517240.9,1,5,3,1,2,0,5,-0.04678228,0.06609649
9380,Rallus obsoletus,Birds,1,5629607,1,3,3,2,1,1,9,-0.1638258,-0.122832
9381,Somateria fischeri,Birds,2,765910.9,1,5,3,1,2,0,3,0.3313625,0.2112195
9382,Acipenser transmontanus,Fishes,4,6922771,2,3,3,2,1,1,21,2.527724,1.49003
9383,Corynorhinus townsendii virginianus,Mammals,4,195014.3,2,9,2,2,1,1,3,-0.1638258,-0.122832
9384,Anas wyvilliana,Birds,1,111417.9,1,2,3,2,2,0,44,0.06481465,-0.04619061
9385,Arctocephalus townsendi,Mammals,1,266.413,NA,10,2,1,3,NA,8,0.2457292,0.01994517
9386,Artemisiospiza belli clementeae,Birds,1,84612.78,1,9,2,2,1,0,2,-0.1638258,-0.1164981
9387,Himantopus mexicanus knudseni,Birds,2,318282.3,1,9,2,2,1,0,5,-0.06970843,-0.06345578
9389,Loxioides bailleui,Birds,1,257357.7,1,1,3,2,3,0,1,0.06003636,0.5521355
9390,Catostomus warnerensis,Fishes,1,21979.08,2,2,3,2,2,1,26,0.005891589,-0.05987099
9391,Gasterosteus aculeatus williamsoni,Fishes,1,114774.7,1,3,3,2,1,0,2,-0.0364801,-0.03557442
9392,Dipodomys nitratoides exilis,Mammals,1,62733.61,1,3,3,2,1,1,20,-0.03845397,-0.07091476
9393,Gila nigrescens,Fishes,1,1998.098,1,2,3,2,2,0,20,-0.07174783,-0.1026808
9394,Physeter macrocephalus,Mammals,UNK,270276,NA,7,2,2,3,NA,1,3.313977,4.187209
9395,Melozone crissalis eremophilus,Birds,1,24110.38,1,9,2,2,1,1,8,-0.1638258,-0.09577079
9396,Strix occidentalis lucida,Birds,3,7250443,2,9,2,2,1,1,22,0.5668036,0.7052282
9398,Gambelia sila,Reptiles,1,433848.3,1,2,3,2,2,1,6,-0.1638258,-0.122832
9401,Gymnogyps californianus,Birds,1,4697106,3,4,3,1,3,1,1,0.9490703,0.8315498
9402,Psittirostra psittacea,Birds,1,6234.065,1,4,3,1,3,0,1,-0.1638258,-0.122832
9403,Peromyscus polionotus ammobates,Mammals,1,2680781,1,3,3,2,1,1,57,-0.1638258,-0.122832
9404,Vulpes macrotis mutica,Mammals,2,2749524,1,3,3,2,1,1,12,-0.1638258,-0.122832
9405,Catostomus microps,Fishes,2,35299.73,NA,8,2,2,2,0,26,-0.06745661,-0.08959321
9406,Odocoileus virginianus clavium,Mammals,1,5530379,1,6,3,1,1,1,2,-0.05793182,0.4560876
9407,Sternula antillarum,Birds,4,5768993,4,3,3,2,1,1,7,-0.160393,1.732689
9408,Etheostoma wapiti,Fishes,1,393065.8,1,5,3,1,2,0,145,-0.1106254,-0.1029991
9409,Glaucidium brasilianum cactorum,Birds,3,955523.7,NA,3,3,2,1,1,30,-0.1638258,-0.122832
9410,Colinus virginianus ridgwayi,Birds,1,22023.03,1,6,3,1,1,0,4,-0.04047037,0.07071692
9411,Plethodon nettingi,Amphibians,2,68521.43,1,8,2,2,2,1,59,-0.09126616,-0.09395572
9413,Glaucomys sabrinus coloratus,Mammals,1,20613.71,2,6,3,1,1,1,2,-0.04533743,-0.112532
9415,Oncorhynchus apache,Fishes,3,238932.5,1,8,2,2,2,0,15,0.1186988,0.08049241
9417,Ursus americanus luteolus,Mammals,2,34119351,NA,9,2,2,1,0,4,0.04353481,0.06087265
9418,Gila purpurea,Fishes,1,16401.72,1,5,3,1,2,0,20,-0.02186739,-0.06101646
9419,Sciurus niger cinereus,Mammals,3,694492.2,NA,9,2,2,1,1,28,0.0127613,-0.008863632
9420,Caracara cheriway,Birds,4,189239.8,1,9,2,2,1,1,3,-0.06830095,0.07084828
9421,Balaenoptera musculus,Mammals,1,270102.9,NA,7,2,2,3,NA,9,2.772981,2.671161
9422,Anas laysanensis,Birds,1,155947.5,1,2,3,2,2,0,44,0.1115988,-0.04196586
9423,Tamiasciurus hudsonicus grahamensis,Mammals,1,198874.7,1,3,3,2,1,1,3,-0.1638258,-0.122832
9424,Dipodomys merriami parvus,Mammals,1,246165.7,1,3,3,2,1,1,20,-0.01990029,-0.03965577
9425,Microtus californicus scirpensis,Mammals,1,532.8261,1,6,3,1,1,0,62,-0.04323529,0.03898811
9426,Hybognathus amarus,Fishes,1,15053269,1,2,3,2,2,1,7,0.06924296,0.1032626
9427,Plethodon shenandoah,Amphibians,1,14119.89,1,8,2,2,2,0,59,-0.03153844,-0.101963
9428,Lepidomeda albivallis,Fishes,1,225326.8,1,2,3,2,2,1,5,-0.1069302,-0.1141931
9429,Troglichthys rosae,Fishes,3,79730.76,3,8,2,2,2,0,NA,-0.1607012,-0.04474584
9430,Lasiurus cinereus semotus,Mammals,2,182964.5,1,9,2,2,1,0,17,0.1152846,-0.07758481
9431,Gopherus agassizii,Reptiles,3,9119561,3,8,2,2,2,1,6,-0.1638258,-0.122832
9432,Microtus mogollonensis hualpaiensis,Mammals,1,78039.04,NA,3,3,2,1,0,62,-0.1638258,-0.1213428
9433,Mustela nigripes,Mammals,1,3144966,2,2,3,2,2,0,18,-0.1638258,-0.122832
9434,Peromyscus polionotus niveiventris,Mammals,1,249948.7,1,9,2,2,1,1,57,-0.1638258,-0.122832
9436,Lynx canadensis,Mammals,4,7318326,5,15,1,2,1,0,4,1.936525,0.8965852
9437,Glaucomys sabrinus fuscus,Mammals,2,169625.2,NA,9,2,2,1,1,2,-0.07924175,-0.1032322
9438,Perognathus longimembris pacificus,Mammals,1,101803.1,1,3,3,2,1,1,9,-0.005621252,-0.06932621
9439,Ammodramus savannarum floridanus,Birds,1,309705.2,1,3,3,2,1,1,9,-0.1004553,-0.06081339
9440,Drymarchon couperi,Reptiles,3,590773.6,1,12,2,1,1,1,6,-0.1466205,0.1638132
9441,Gila robusta jordani,Fishes,1,9092.677,1,3,3,2,1,1,20,-0.1638258,-0.122832
9442,Eucyclogobius newberryi,Fishes,2,331315.3,3,7,2,2,3,1,1,0.6705628,0.2436744
9443,Reithrodontomys raviventris,Mammals,1,5703983,1,2,3,2,2,1,18,-0.1638258,-0.122832
9444,Eremichthys acros,Fishes,1,99113.64,1,7,2,2,3,1,1,-0.08095606,-0.112469
9445,Dionda diaboli,Fishes,1,29305.43,1,2,3,2,2,0,12,-0.05602975,-0.0593852
9446,Percina aurolineata,Fishes,2,47954.35,1,8,2,2,2,0,49,-0.1112092,-0.1123717
9447,Melamprosops phaeosoma,Birds,1,136859,1,4,3,1,3,0,1,-0.01276734,-0.04817883
9448,Setophaga kirtlandii,Birds,3,639022.3,2,2,3,2,2,1,37,-0.1638258,-0.122832
9449,Ovis canadensis sierrae,Mammals,2,44428.37,1,3,3,2,1,0,5,-0.1176608,4.754997e-4
9450,Gambusia heterochir,Fishes,1,2664.13,1,2,3,2,2,0,43,-0.1326646,-0.1171495
9451,Cyprinodon nevadensis pectoralis,Fishes,1,2930.543,1,9,2,2,1,0,44,-0.1638258,-0.122832
9452,Tympanuchus cupido attwateri,Birds,1,789607,1,3,3,2,1,0,3,-0.1638258,-0.122832
9453,Plagopterus argentissimus,Fishes,1,734693.9,3,1,3,2,3,0,1,0.0543198,0.02145865
9454,Cyprinodon nevadensis mionectes,Fishes,2,30054.06,1,15,1,2,1,0,44,-0.08184911,-0.1177542
9455,Eretmochelys imbricata,Reptiles,1,4532509,4,1,3,2,3,NA,1,3.963772,0.06691998
9457,Balaenoptera borealis,Mammals,2,270276,NA,3,3,2,1,NA,9,1.216291,0.3103155
9458,Gila cypha,Fishes,1,6756508,3,2,3,2,2,1,20,0.4716901,0.2639549
9459,Ursus arctos horribilis,Mammals,3,10119408,3,3,3,2,1,1,4,0.9540037,9.129412
9460,Nerodia clarkii taeniata,Reptiles,1,1065.652,1,12,2,1,1,0,10,-0.1638258,-0.122832
9461,Chasiempis ibidis,Birds,1,167784.3,1,3,3,2,1,0,3,-0.1638258,-0.122832
9462,Percina rex,Fishes,1,255356.9,2,5,3,1,2,1,49,-0.1093109,-0.1117899
9464,Noturus stanauli,Fishes,1,21313.04,1,5,3,1,2,0,28,-0.09586795,-0.1050724
9465,Campephilus principalis,Birds,1,27114.19,1,17,1,1,2,0,11,-0.1638258,-0.122832
9466,Hemignathus wilsoni,Birds,1,260520,1,2,3,2,2,0,7,-0.1431189,-0.09718551
9467,Gila seminuda,Fishes,1,615595.3,3,2,3,2,2,1,20,-0.03159415,-0.04422717
9468,Paroreomyza maculata,Birds,Prob. Extinct,10110.38,1,5,3,1,2,0,3,-0.1638258,-0.122832
9469,Sterna dougallii dougallii,Birds,3,275796.1,2,3,3,2,1,0,13,-0.09559962,0.2624592
9470,Deltistes luxatus,Fishes,1,1601142,2,4,3,1,3,1,1,0.09762323,-0.03922435
9471,Scaphirhynchus albus,Fishes,2,5024701,3,2,3,2,2,1,5,0.4227353,0.6181128
9472,Nerodia erythrogaster neglecta,Reptiles,3,61141.79,1,3,3,2,1,1,10,0.01076678,-0.1016221
9473,Trichechus manatus,Mammals,2,13350309,2,5,3,1,2,1,3,3.972073,0.3877215
9474,Meda fulgida,Fishes,2,732912.9,1,4,3,1,3,1,1,0.2108357,0.1096536
9475,Etheostoma rubrum,Fishes,1,13640.35,1,8,2,2,2,1,145,-0.08700425,-0.1100993
9476,Hypomesus transpacificus,Fishes,1,1200721,1,2,3,2,2,1,6,1.340533,2.00531
9477,Cyprinodon elegans,Fishes,1,69933.42,1,2,3,2,2,0,44,-0.0948036,-0.1082687
9478,Lepidomeda mollispinis pratensis,Fishes,1,29838.26,1,3,3,2,1,0,5,-0.1013122,-0.1138615
9479,Myadestes palmeri,Birds,1,95375.87,1,2,3,2,2,0,12,-0.08095564,-0.07460645
9480,Empetrichthys latos,Fishes,1,23325.79,1,11,2,1,2,0,2,-0.07284326,-0.1100549
9481,Peromyscus polionotus peninsularis,Mammals,1,4662.228,1,3,3,2,1,1,57,-0.1638258,-0.122832
9482,Balaenoptera physalus,Mammals,2,274272.2,NA,7,2,2,3,NA,9,2.994155,0.7496426
9483,Aphelocoma coerulescens,Birds,2,1267729,1,2,3,2,2,1,9,-0.1638258,-0.122832
9484,Dipodomys stephensi,Mammals,2,296018.2,1,2,3,2,2,1,20,-0.1638258,-0.122832
9485,Ambystoma macrodactylum croceum,Amphibians,1,422531.1,1,6,3,1,1,1,33,-0.1638258,-0.122832
9486,Dryobates borealis,Birds,3,16504380,4,8,2,2,2,1,13,-0.1638258,-0.122832
9488,Notropis simus pecosensis,Fishes,2,2581010,1,3,3,2,1,0,88,-0.07142488,-0.09750063
9489,Uma inornata,Reptiles,1,78591.85,1,5,3,1,2,1,7,-0.1638258,-0.122832
9490,Dipodomys nitratoides nitratoides,Mammals,1,52616.58,1,3,3,2,1,1,20,-0.06807504,-0.08272803
9491,Telespiza cantans,Birds,1,1332.065,1,8,2,2,2,0,2,-0.07106784,-0.08197874
9492,Ammospiza maritima mirabilis,Birds,1,1101252,1,3,3,2,1,1,9,-0.1495105,-0.07743688
9493,Graptemys flavimaculata,Reptiles,2,10656.52,1,14,1,2,2,0,14,-0.1638258,-0.122832
9494,Catostomus santaanae,Fishes,1,184371.1,1,5,3,1,2,0,26,-0.05276767,-0.02430114
9496,Phaeognathus hubrichti,Amphibians,2,36631.79,1,7,2,2,3,0,1,-0.07626072,-0.08772965
9497,Nerodia paucimaculata,Reptiles,2,95942,NA,9,2,2,1,1,10,-0.1638258,-0.122832
9499,Menidia extensa,Fishes,1,8458.614,1,8,2,2,2,0,8,-0.1278268,-0.1126044
9500,Panthera onca,Mammals,1,69892.13,1,6,3,1,1,0,6,1.6363,28.60951
9501,Etheostoma etowahae,Fishes,1,193415.9,1,2,3,2,2,0,145,-0.1416436,-0.1171957
9502,Noturus placidus,Fishes,2,83613.73,3,11,2,1,2,1,28,-0.01896622,-0.07516994
9503,Dermochelys coriacea,Reptiles,2,4436566,5,1,3,2,3,NA,1,5.004544,0.1525318
9504,Oregonichthys crameri,Fishes,3,407023.2,NA,8,2,2,2,0,2,-0.009187974,-0.002470887
9507,Gambusia nobilis,Fishes,2,50884.89,1,2,3,2,2,0,43,-0.04143157,-0.09900678
9508,Lanius ludovicianus mearnsi,Birds,1,3493903,1,9,2,2,1,0,29,-0.08040179,-0.1032043
9510,Cyprinodon bovinus,Fishes,1,36765,1,2,3,2,2,0,44,-0.1042458,-0.1038962
9511,Dipodomys ingens,Mammals,2,109895.4,1,2,3,2,2,1,20,0.09791457,-0.05628488
9513,Crenichthys nevadae,Fishes,2,1279754,1,2,3,2,2,1,2,-0.08972454,-0.106054
9515,Polioptila californica californica,Birds,2,736136.5,1,3,3,2,1,1,14,0.07915335,0.04069361
9516,Enhydra lutris nereis,Mammals,2,1833453,1,9,2,2,1,1,1,0.4671323,0.2685248
